City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Delhi,277.53,379.38,60.39,60.17,94.74,51.64,2.41,28.58,84.99,5.45,13.75,3.5,415
Delhi,232.4,361,67.14,68.4,115.98,42.75,2.05,31.66,136.67,8.28,20.6,23.3,420
Delhi,244.78,385.66,51.06,82.74,112.71,45.66,2.09,29.19,99.91,6.91,17.35,2.55,407
Delhi,293.49,401.49,105.88,87.47,137.62,56.81,2.54,31.58,114.43,7.99,28.6,1.75,454
Delhi,161.78,234.94,44.61,63.78,97.34,45.99,1.76,21.21,75.71,4.34,18.32,1.63,388
Delhi,153.33,260.04,35.14,58.13,86.38,46.52,2.56,20.9,69.95,4.37,13.52,1.34,276
Delhi,353.86,496.61,42.74,86.59,117.97,67.43,2.76,19.96,107.69,7.34,16.38,1.46,483
Delhi,217.55,356.92,32.59,75.98,98.5,49.64,2.84,31.77,103.4,4.83,9.61,1.35,451
Delhi,201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,7.16,21.36,1.19,378
Delhi,249.95,452.96,88.06,84.89,150.79,69.34,2.64,33.72,115.45,8.75,21.95,2.86,439
Delhi,219.68,408.52,24.64,55.72,71.78,48.34,1.5,25.96,89.58,3.82,8.83,0,431
Delhi,258.48,398.16,30.46,54.69,81.68,47.57,1.84,28.58,75.26,3.64,6.94,0,421
Delhi,291.66,469.38,27.58,61.66,84.27,50.58,1.75,21.15,101.14,4.46,10.11,0,454
Delhi,221.68,377.4,19.84,60.05,69.37,48.04,1.72,21.27,90.08,3.98,10.55,0,450
Delhi,214.24,342.13,49.66,83.62,95.98,49.4,2.1,22.68,101.15,5.57,17.11,0,367
Delhi,184.02,323.56,81.18,85.03,129.22,60.07,2.26,21.27,94.79,5.86,20.12,0,383
Delhi,136.22,280.47,44.56,57.11,77.4,41.89,2.1,17.53,71.44,2.86,8.42,0,347
Delhi,188.09,367.46,74.07,74.39,118.88,45.24,2.3,21.78,86.88,5.15,15.24,1.01,369
Delhi,238.69,397.16,106.26,96.62,150.98,55.18,2.87,25.59,101.68,7.31,22.27,3.09,392
Delhi,271.42,470.08,139.98,101.44,164.44,64.78,3.28,26.81,124.74,9.41,35.26,3.45,455
Delhi,293.73,467.32,102.06,97.76,144.12,63.08,2.96,23.06,114.3,9.99,30.62,2.42,450
Delhi,247.27,450.96,101.94,92.32,146.25,63.4,2.73,20.77,116.29,7.9,23.75,2.05,478
Delhi,266.95,419.98,123.99,105.29,164.08,74.83,3.49,24.92,132.26,9.04,29.47,3.81,431
Delhi,241.61,424.09,115.23,88.74,165.41,67.9,2.6,19.65,113.35,9.14,27.7,4.27,440
Delhi,149.14,312.85,33.11,54.63,83.28,35.62,1.98,15.97,81.11,3.31,9.24,0.95,376
Delhi,182.5,317.46,91.98,69.29,144.14,40.68,1.84,21.35,93.71,4.48,12.18,1.03,347
Delhi,193.58,343.26,60.96,71.35,121.32,57.48,1.71,19.49,90.46,4.05,12.37,0.02,343
Delhi,172.89,294.29,32.3,47.21,73.76,60.1,1.43,17.09,70.51,2.54,6.88,0,362
Delhi,190.46,342.59,64.72,51.84,99.82,59.13,1.88,20.73,67.97,3.2,10.58,0.01,319
Delhi,282.76,419.33,116.54,78.48,159.5,73.94,2.51,24.51,131.34,6.23,20.23,0,425
Delhi,183.28,371.83,56.71,83.03,118.88,57.35,1.77,16.48,93.52,4.34,12.02,0.01,400
Delhi,170.74,399.64,61.75,95.99,132.93,52.71,1.87,19.04,88,4.38,13.3,,386
Delhi,190.14,412.29,43.24,92.91,109.61,52.48,1.74,19.24,86.19,5,12.33,,385
Delhi,186.64,352.14,64.77,79.52,113.72,43.76,2.28,20.76,88.93,4.47,12.74,,392
Delhi,282.01,433.03,154.15,121.11,196.54,68.78,3.4,31.36,129.79,8.33,27.44,,428
Delhi,218.22,439.01,129.37,113.45,178.2,75.74,3.24,34.05,122.22,6.89,23.51,,394
Delhi,249.8,421.49,73.33,103.77,136.43,81.3,3.07,22.34,103.29,4.31,11.83,,440
Delhi,283.59,478.19,147.22,140.09,204.44,90.35,3.33,23.41,139.79,6.01,20.92,,437
Delhi,250.69,411.48,82.24,93.99,134.24,61.29,2.74,21.72,131.99,4.96,18.16,,431
Delhi,211.95,386.66,51.4,78.05,114.36,50.46,2.46,22.11,123.11,3.55,9.96,,383
Delhi,198.38,410.6,57.61,64.21,116.75,57.97,2.1,18.41,119.41,3.74,9.49,,377
Delhi,184.12,385.05,47.72,55.01,94.66,49.91,1.91,16.09,122.43,3.91,8.27,,379
Delhi,135.42,338.3,71.54,63.9,118.56,37.83,2.01,18.89,101.58,3.98,9.07,,333
Delhi,118.6,380.24,56.5,59.09,102.21,38.84,2.7,13.66,79.22,3.4,8.61,,314
Delhi,88.3,,43.65,40.52,63.37,34.31,1.86,14.88,25.23,2.31,8.74,,174
Delhi,111.45,,75.23,34.44,90.72,52.2,1.75,14.56,38.16,3.23,12.95,,244
Delhi,152.24,,54.06,23.07,71.32,59.43,1.89,19.41,29.89,3.07,11.7,,308
Delhi,136.75,,49.33,25.24,62.42,65.5,1.52,19.87,20.82,2.76,10.34,,320
Delhi,114.35,,47.8,26.84,56.46,74.04,1.94,13.17,33.06,2.59,9.92,,270
Delhi,181.67,,100.08,111.18,139.46,126.19,21.22,18.97,20.58,5.34,20.47,,320
Delhi,135.78,,62.51,78.99,89.78,100.15,29.46,15.59,20.57,3.02,11.55,,313
Delhi,204.72,391.9,136.41,136.15,180.15,163.07,11.45,23.64,57.16,6.91,24.84,,326
Delhi,321.52,589.93,110.63,102.69,165.11,108.68,2.94,22.66,111.69,9,27.03,,459
Delhi,129.08,486.66,20.45,55.01,53.4,65.53,30.44,13.43,32.42,3.46,6.92,,314
Delhi,132.56,294.13,37.27,71.91,91.68,62.62,9.61,17.57,75.29,3.54,7.58,,304
Delhi,158.69,331.93,52.6,88.96,109.95,69.77,10.3,21.02,88.64,3.76,7.95,,310
Delhi,187.01,375.13,34.43,90.57,99.66,72.76,11.3,21.41,98.88,3.82,7,,370
Delhi,148.77,332.68,23.26,75.69,71.74,69.14,9.27,20.34,85.96,3.02,5.12,,328
Delhi,159.67,325.05,33.33,73.11,82.43,60.62,2.32,21.23,82.69,3.4,6.16,,331
Delhi,233.97,391.19,68.54,87.4,133.08,72.74,1.94,22.31,94.75,5.31,12.28,,412
Delhi,240.97,389.18,85.66,72.93,131.21,72.69,2.38,24.08,87.26,5.58,16.21,0,433
Delhi,295.71,476.09,86.62,94.04,131.36,79.87,2.42,23.57,108.14,5.81,16.3,0,463
Delhi,239.21,395.29,69.42,81.22,126.63,65.11,2.15,23.33,90.45,5.79,17.65,,465
Delhi,270.1,484.82,54.41,76.67,101.63,66.4,2.39,19.94,97.03,5.33,10.78,,426
Delhi,339.8,586.2,124.31,133.95,164.05,73.73,2.97,27.9,91.2,7.12,19.01,,496
Delhi,318.1,535.3,106.93,118.81,159.99,78.22,2.85,30.24,131.4,6.45,21.32,,528
Delhi,305.51,524.01,99,103.78,150.4,83.7,3.37,25.78,135.04,7.07,22.16,,538
Delhi,391.54,587.23,167.73,96.36,213.61,105.21,3.39,26.47,186.07,9.07,32.59,,535
Delhi,339.87,540.86,109,67.85,170.76,98.29,2.34,14.19,150.8,6.61,18.62,,603
Delhi,158.43,324.64,47.9,60.63,103.82,60.24,2.38,17.94,100.54,3.43,6.7,,408
Delhi,183.24,345.68,85.1,68.86,119.51,62.87,2.14,24.96,130.02,3.98,9.27,,368
Delhi,227.13,411.6,130.64,76.4,179.86,68.11,2.88,23.98,140.72,6.19,19.28,,404
Delhi,195.21,381.19,98,78.61,141.55,64.5,2.06,24.06,131.63,4.26,15.4,,444
Delhi,248.59,399.59,25.76,73.18,95.74,68.5,1.62,16.73,95.93,3.34,7.27,,356
Delhi,196.87,339.06,22.82,55.91,76.14,59.65,1.35,11.82,97.98,2.51,5.49,,397
Delhi,178.8,259.53,24.84,45.85,67.9,47.42,1.39,10.86,81.66,2.41,5.16,,371
Delhi,138.86,220.21,16.26,41.92,56.84,35.05,1.55,11.25,67.4,2.31,4.48,,311
Delhi,179.48,268.5,24.14,58.56,75.29,35.01,1.45,15.89,78.01,2.21,4.79,,321
Delhi,269.05,451.43,75.17,78.22,129.46,45.72,2.4,15.42,107.94,3.78,8.46,,424
Delhi,278.2,430.74,25.48,61.04,81.75,43.49,3.82,12.59,104.61,3.44,7.68,,435
Delhi,272.1,415.38,25.73,56.67,73.35,40.44,1.84,14.75,100.12,3.93,7.77,,455
Delhi,196.83,318.08,29.85,52.83,74.47,37.76,1.68,11.99,91.52,3.95,8.5,,398
Delhi,290.66,418.92,58.36,73.9,118.66,48.9,1.94,17.13,136.52,6.63,15.31,,399
Delhi,294.3,480,58.3,78.21,130.91,67.05,2.13,16.81,147.56,11.67,31.39,,469
Delhi,303.5,446.28,18.81,64.55,84.23,56.64,2.6,14.74,132.54,13.06,20.63,,488
Delhi,217.05,362.08,27.18,66.89,84.08,44.74,1.32,16.09,103.53,8.15,15.77,,401
Delhi,308.75,462.91,33.24,80.14,104.98,58.38,1.7,17.97,139.27,9.11,15.21,,446
Delhi,255.94,424.11,68.34,87.93,136.31,63.16,2.03,17.09,142.54,9.97,27.76,,456
Delhi,283.03,463.03,96.44,90.45,154.28,68.84,2.09,23.63,151.6,13.06,33.02,,451
Delhi,311.08,498.38,140.59,117.07,139.36,74.39,2.54,29.99,175.04,17.15,48.03,,501
Delhi,285.83,450.72,114.59,111.19,202.98,78.01,2.54,27.94,157.74,11.99,36.72,,505
Delhi,242.05,291.16,22.08,46.17,61.75,53.86,1.77,12.4,75.74,3.93,9.75,,437
Delhi,121.4,193.5,20.04,60.12,73.48,37.51,1.08,16.33,90.99,2.9,6.96,,305
Delhi,135.31,242.87,26.56,63.6,86.07,32.1,1.14,19.08,94.8,3.55,7.54,,292
Delhi,136.87,273.78,18.78,61.81,80.6,30.46,1.11,24.23,95.15,4.51,8.58,,306
Delhi,130.76,269.21,63.15,67.45,115.18,31.31,1.47,23.7,85.13,9.22,17.93,,300
Delhi,206.72,383.25,103.55,86.15,180.54,38.98,1.82,30.2,121.22,13.75,29.14,,371
Delhi,224.94,348.14,139.49,85.86,143.3,41.58,2.6,26.22,149.67,11.57,36.79,,408
Delhi,170.45,249.91,24.15,72.61,90.15,46.76,1.28,20.74,95.23,5.29,12.12,,343
Delhi,119.57,186.86,46.36,57,102.85,45.57,1.26,19.21,74.61,7.03,15.39,,301
Delhi,181.76,261.7,53.77,65.45,101.07,44.85,1.46,19.53,106.92,8.52,19.03,,322
Delhi,216.55,341.38,99.27,81.98,159.3,48.24,2.02,21.61,129.76,10.15,25.69,,368
Delhi,150,270.49,61.14,70.99,101.48,41.33,1.88,21.25,93.1,7.25,31.62,,349
Delhi,146.03,296.27,41.52,79.43,102.77,35.09,1.56,26.86,117.2,6.5,12.45,,334
Delhi,110.89,228.81,15.7,56.05,60.22,33.55,2.14,20.94,101.47,3.19,6.06,,333
Delhi,103.57,177.49,21.11,61.73,71.42,35.13,1.11,29.71,89.22,4.57,8.6,,257
Delhi,115.7,219.52,26.8,66.8,88.44,35.02,1.88,27.44,93.47,6.81,11.64,,265
Delhi,123.22,216.09,27.2,65.75,91.8,32.58,1.25,29.19,95.46,6.11,10.5,,297
Delhi,135.38,236.15,30.25,80.76,107.45,35.79,1.36,37.35,89.38,8.2,17.99,,289
Delhi,148.75,217.16,41.39,76.11,115.01,54.55,1.41,26.28,90.48,9.41,24.42,,310
Delhi,207.1,307.38,54.8,66.45,119.87,67.61,1.76,32.25,108.89,10.6,22.71,,366
Delhi,150.89,225.66,72.64,47.72,109.23,79.34,1.48,20.15,84.64,8.31,29.83,,345
Delhi,76.12,137.44,9.77,30.51,38.62,47.95,1,10.43,73.2,3.07,6.16,,228
Delhi,88.73,137.44,12.59,41.47,48.81,30.92,1.02,20.79,75.96,3.48,4.69,,213
Delhi,86.17,194.61,32.16,56.77,58.22,28.75,1.41,21.27,95.32,2.19,4.9,,208
Delhi,177.64,309.47,93.53,117.04,150.74,35.85,2.07,50.44,200.41,4.5,14.62,,319
Delhi,131.69,232.45,53.41,81.93,121.16,36.07,1.6,21.19,97.56,5.66,15.91,,315
Delhi,129.66,236.27,50.39,76.82,101.86,27.19,1.63,21.44,115.84,2.56,8.82,,293
Delhi,144.98,245.96,63.25,86.59,102.02,36.93,1.78,24.43,117.3,3.51,10.6,,342
Delhi,163.92,263.73,84.62,76.43,114.7,41.99,1.98,21.63,130.99,3.71,11.29,,338
Delhi,170.12,255.34,85.99,76.4,134.66,49.77,1.99,17.63,137.57,5.5,17.45,,344
Delhi,213.62,299.88,113.63,102.02,151.93,51.11,2.43,25.49,138.3,10.49,34.16,,370
Delhi,175.63,244.58,123.21,102.23,181.1,41.75,1.94,25.53,157.07,6.27,24.07,,365
Delhi,165.22,264.31,116.23,100.71,182.37,48.37,2.61,33.45,113.89,10.66,37.95,,348
Delhi,115.55,201.71,28.05,60.47,79.02,39.42,1.36,16.6,103.88,3.87,10.79,,312
Delhi,53,129.37,9.63,48.15,48.15,31.6,0.73,19.05,84.88,1.82,4.78,,214
Delhi,47.43,60.61,17.03,55.78,61.54,44.64,0.86,15.1,81.26,2.32,5.23,,165
Delhi,98.61,167.78,33.11,54.69,84.84,54.88,1.28,20.44,82.97,6.69,12.43,,218
Delhi,84.42,134.81,19.94,43.9,61.04,40.96,1.07,26.24,61.83,4.16,8.24,,230
Delhi,109.16,164.84,35.5,49.75,76.08,35.16,1.16,31.56,66.4,4.96,10.61,,248
Delhi,129.9,240.67,54.54,60.19,100.31,37.73,1.57,26.69,92.04,7.33,15.62,,276
Delhi,85.76,204.96,38.38,30.44,48.08,28.85,1.69,9.58,36.99,3.31,11.5,,213
Delhi,60.17,,8.84,15.89,19.14,,2,8.04,31.91,1.52,4.28,,127
Delhi,58.95,,4.1,10.63,15.13,,1.43,7.25,66.25,1.03,2.48,,112
Delhi,51.82,79.14,23.42,38.11,46.02,23.58,1.22,18.53,55.08,1.75,6.96,,111
Delhi,81.32,162.38,71.57,34.54,75.09,26,1.74,20.36,77.88,3.24,11.97,,193
Delhi,67.63,152.46,21.36,36.61,53.44,29.89,1.14,17.04,48.58,3.62,7.91,,123
Delhi,70.86,137.98,22.03,65.89,78.38,31.57,1.12,21.48,73.05,4.97,11.2,,194
Delhi,72.47,133.3,24.06,64.64,69.35,30.43,1.24,27.7,70.45,1.92,5,,186
Delhi,103.73,194.95,67.6,77.89,131.48,38.99,2.2,30.74,56.49,3.3,10.69,,242
Delhi,95.52,167.64,55.13,57.84,99.81,52.94,1.56,20.52,97.74,4.21,13.34,,267
Delhi,58.4,129.21,12.64,36.37,45.3,33.75,1.14,15.98,65.16,3.13,6.75,,207
Delhi,47.43,139.62,5.98,31.12,32.05,21.64,0.96,13.54,70.69,2.41,4.66,,176
Delhi,80.01,148.1,34.57,50.45,67.93,27,1.29,22.15,84.89,3.3,6.61,,189
Delhi,156.01,228.19,85.62,88.44,138.71,39.36,2.18,24.44,169.36,4.06,10.5,,341
Delhi,137.99,217.03,47.16,85.91,112.34,44.01,2.1,32.84,142.38,4.46,10.03,,325
Delhi,72.44,122.24,12.75,42.51,48.36,37.72,1.1,23.86,66.2,2.52,6.11,,259
Delhi,61.75,54,6.56,37.18,36.21,28.36,0.74,18.09,66.87,1.6,3.56,,178
Delhi,81.46,110.31,21.37,53.01,67.76,27.83,1.04,25.75,77.27,3.49,7.83,,219
Delhi,89.75,156.89,18.61,48.72,62.06,29.91,1.28,42.34,67.87,4.29,8.11,,206
Delhi,88.68,163.7,28.13,46.74,64.38,27.39,1.35,36.91,47.01,4.1,8.45,,221
Delhi,127.86,218.3,93.5,61.21,117.28,34.59,2.2,19.64,62.15,3.73,11.76,,298
Delhi,130.7,,5.58,15.89,20.05,,1.39,12.78,29.69,2.3,5.74,,316
Delhi,118.44,,16.79,18.29,30.66,,1.88,16.35,29.38,4.26,9.87,,294
Delhi,148.22,217.84,63.75,44.98,91.09,62.22,1.68,27.44,69.66,6.9,17.57,,314
Delhi,132.86,377.61,54.82,31.55,70.95,59.55,1.51,20.54,63.44,8.27,15.68,,334
Delhi,97.83,174.11,7.16,20.15,26.39,24.26,1.38,18.86,28.8,3.23,6.9,,261
Delhi,91.82,202.91,24.61,52.54,64.76,32.31,1.4,31.06,37.04,4.94,17.96,,208
Delhi,129.61,329.68,54.59,58.6,98.07,48.67,1.22,35.57,32.33,8.56,23.17,,289
Delhi,89.78,193.14,24.3,53.55,75.27,31.01,1.52,48.86,34.75,7.42,18.35,,216
Delhi,166.76,272.67,65.1,63.03,122.4,35.12,1.51,46.97,47.93,12.58,21.16,,314
Delhi,107.81,154.18,35.14,47.95,82.5,33.72,1.77,35.24,31.6,6.63,12.59,,262
Delhi,81.12,246.86,13.25,36.5,47.89,31.62,0.72,22.66,61.02,4.87,8.42,,257
Delhi,74.03,201.81,13.94,35.44,48.38,23.32,0.71,17.85,58.47,3.54,6.19,,235
Delhi,74.9,247.61,25.64,46.29,70.06,22.7,1.11,25.16,58.74,3.5,6.9,,239
Delhi,94.81,220.48,39.07,58.81,78.15,22.82,1.32,26.21,75.75,4.53,9.5,,239
Delhi,137.48,285.18,88.96,76.2,133.09,34.25,1.98,37.57,85.91,7.75,19.19,,302
Delhi,124.13,,36.76,37.49,54.07,17.79,1.88,14.84,35.97,3.55,10,,296
Delhi,102.86,283.02,30.63,42.35,61.61,21.22,1.04,13.34,66.77,2.91,7.11,,247
Delhi,102.9,219.17,33.28,49.32,78.86,28.33,0.98,22.15,81.29,4.76,9.28,,265
Delhi,129.06,311.93,35.74,63.21,99.16,28.32,1.52,35.73,98.35,6.73,17.39,,301
Delhi,124.8,283.05,22.33,48.65,66.43,25.14,1.09,29.16,97.22,5.51,9.32,,322
Delhi,92.74,265.56,13.43,42.87,50.67,20.52,0.88,19.87,103.07,2.82,5.38,,291
Delhi,113.75,208.42,9.87,44.8,46.72,20,0.93,25.63,110.09,1.91,4.27,,292
Delhi,89.52,171.92,18.15,50.78,56.56,20.6,1.51,25.65,87.26,1.88,4.73,,258
Delhi,123.59,219.3,57.65,69.92,102.52,22,1.7,40.96,87.66,3.33,9.01,,282
Delhi,104.5,213.36,31.14,70.04,91.82,23.14,1.47,39.91,87.38,3.17,10.97,,271
Delhi,139.37,306.08,71.92,97.93,118.98,29.38,2.08,38.53,86.82,5.89,17.43,,314
Delhi,162.54,379.7,154.33,108.53,168.05,39.52,2.7,33.53,87.74,9.46,31.19,,377
Delhi,161.23,354.17,72.12,80.4,126.06,37.83,2.08,35.7,117.59,6.68,18.75,,390
Delhi,181.49,383.05,62.82,88.26,117.82,32.04,2.14,38,56.3,5.69,13.15,,392
Delhi,142.64,,30.09,51.53,56.14,16.95,1.82,13.83,59.71,3.38,9.22,,342
Delhi,124.21,,52.27,52.3,74.64,17.35,1.9,10.98,74.25,4.16,11.72,,297
Delhi,119.47,,21.08,41.26,43.36,13.81,1.49,10,70.42,2.77,7.29,,275
Delhi,125.36,284.55,10,59.73,52.11,31.89,1.49,21.42,101.53,3.23,8.74,,281
Delhi,103.08,297.94,18.52,61.77,72.09,49.53,1.44,26.13,91.18,4.3,12.28,,309
Delhi,65.02,173.86,11.94,46.27,53.02,44.78,1.14,18.35,79.9,2.75,11.56,,262
Delhi,54.34,136.92,21,55.07,71.12,35.93,1.12,20.23,65.26,4.02,12.46,,194
Delhi,77.89,193.14,15.3,66.68,70.75,39.63,0.98,20.15,75.61,4.69,10.97,,229
Delhi,90.19,208.75,7.73,64.2,59.4,45.99,1.1,25.25,81.61,4.6,10.54,,246
Delhi,77.34,168.66,3.71,48.67,43.92,51.11,1.04,18.97,79.06,3.04,6.31,,225
Delhi,73.55,174.94,5.87,57.52,54.56,43.66,1.05,22.26,68.57,3.71,14.27,,221
Delhi,66.49,112.6,6.74,52.3,50.94,53.04,0.98,16.32,61.02,2.99,12.34,,185
Delhi,100.09,207.98,14.69,64.25,67.9,66.64,1.34,17.95,76.43,4.2,14.3,,218
Delhi,99.88,250.51,37,60.29,80.62,56.26,1.1,16.54,95.52,5.83,18.17,,310
Delhi,105.51,292.64,46.21,67.71,78.61,52.87,1.44,20.49,86.22,6.12,19.79,,307
Delhi,128.85,379.8,50.68,57.06,64.22,46.77,1.83,18.7,56.63,6.57,17.73,,325
Delhi,94.89,247.95,37.68,58.46,85.72,31,1.12,21.19,62.4,4.32,10.12,,316
Delhi,92.95,249.27,32.62,62.4,98,29.12,1.19,27.34,89.66,4.72,9.81,,302
Delhi,117.64,266.72,52.8,80.57,118.39,26.39,1.76,31.96,105.42,5.44,13.84,,318
Delhi,94.22,219.01,11.17,67.73,74.26,43.64,1.86,27.98,85.76,3.74,9.37,,300
Delhi,70.86,186.97,7.21,52.02,55.3,57.83,1.07,12.82,77.8,2.58,8.41,,246
Delhi,78.02,233.72,4.48,48.23,45.61,55.28,0.96,13.08,107.9,1.88,4.19,,255
Delhi,66.3,149.31,4.99,53.42,50.1,46.09,0.99,15.3,101.65,1.16,2.82,,218
Delhi,87.31,163.9,5.25,45.86,47.55,40.22,0.79,16.69,93.48,0.87,2.5,,252
Delhi,57.35,103.26,12.6,43.57,53.77,36.69,0.89,13.46,75.38,0.99,3.18,,190
Delhi,105.02,240.52,14.64,50.77,61.13,48.53,1.48,13.98,126.55,1.86,5.87,,256
Delhi,111.22,293.73,22.75,48.12,58.91,42.29,1.06,11.79,160.06,1.57,5.7,,311
Delhi,180.71,379.29,25.71,50.38,65.02,43.19,1.29,13.73,169.35,2.65,8.03,,381
Delhi,109.82,314,8.63,34.37,35.37,29.71,0.96,15.48,120.76,1.62,8.72,,409
Delhi,42.67,169.36,3.57,35.71,22.06,30.46,0.87,10.6,101.26,0.66,1.44,,269
Delhi,56.87,101.24,21.03,50.18,64.65,39.34,1.39,11.3,73.43,2.4,9.91,,187
Delhi,101.54,214.14,31.68,49.41,78.79,47.17,1.29,9.15,83.4,4.76,18.77,,225
Delhi,76.56,251.87,17.71,44.55,57.7,37.91,1.04,13.11,86.34,4.57,10.9,,283
Delhi,81.4,298.5,26.72,49.88,73.71,37.86,1.3,13.87,94.77,4.72,10.98,,316
Delhi,138.97,296.64,53.59,74.99,108.21,44.94,1.7,21.41,129.18,8.08,24.79,,361
Delhi,137.81,274.63,26.48,75.26,92.33,47.59,1.48,15.4,115.31,5.88,20.24,,330
Delhi,77.72,166.28,4.05,36.69,33.03,51.64,0.99,11.7,78.8,2.31,10.45,,256
Delhi,84.61,208.17,8.11,45.47,45.71,35.52,1.48,14.68,100.24,2.73,12.57,,237
Delhi,66.72,152.18,8.77,45.5,52.2,33.33,1.77,15.9,82.33,3.28,16.6,,246
Delhi,64.08,143.88,7.96,57.31,61.05,32.67,1.45,19.95,79.75,4.35,16.88,,202
Delhi,64.95,187.69,15.09,49.67,63.99,35.28,1.75,15.09,84.94,4.18,13.88,,209
Delhi,75.75,239.74,20.49,51.75,71.2,30.18,3.84,18.14,92.8,4.58,15.79,,262
Delhi,69.25,225.52,15.79,38.84,53.11,37.83,3.61,9.83,68.93,4.66,13.22,,280
Delhi,70.71,272.34,19.62,40.04,59.25,33.33,2.59,9.78,70.91,3.45,10.63,,279
Delhi,96.72,332.91,20.53,34.52,56.84,34.24,3.24,10.14,98.09,4.68,8.25,,357
Delhi,59.02,197.51,27.2,38.55,68.18,38.65,3.44,8.29,57.42,6.15,9.97,,266
Delhi,102.42,330.36,18.12,37.74,55.24,42.47,1.59,11.23,65.24,4.53,17.16,,330
Delhi,62.37,109.42,7.69,30.44,32.88,34.5,2.49,9.89,56.97,2.66,9.95,,248
Delhi,67.76,120.06,16.21,41.27,52.49,32.53,1.87,10.43,59.25,2.66,10.79,,172
Delhi,79.17,142.57,7.3,33.98,35.75,33.32,1.94,8.64,68.32,2.64,9,,234
Delhi,101.31,101.54,7.47,32.55,34.9,34.93,2.64,9.51,56.24,2.99,6.88,,201
Delhi,83.1,84.18,11.99,40.24,47.72,34.93,2.11,11.24,52.76,3.21,9.95,,206
Delhi,72.33,54.85,6.49,32.04,32.95,35.69,2.49,10.54,43.4,2.81,6.77,,159
Delhi,75.14,99.89,9.12,31.89,37.74,31.53,3.73,7.88,51.74,3.39,9.43,,187
Delhi,91.63,98.88,10.88,37.7,44.63,28.31,2.11,8.34,55.92,3.55,10.1,,228
Delhi,100.02,331.1,15.97,45.29,60.69,33.1,2.02,9.03,101.3,3.84,12.19,,284
Delhi,67.12,175.26,4.67,50.91,51.52,43.4,1.09,10.87,79.26,2.77,10.31,,310
Delhi,48,86.63,4.54,40.57,42.04,39.05,0.85,8.71,58.37,2.99,9.68,,158
Delhi,76.76,112.46,5.66,37.28,37.28,39.39,1.71,7.63,51.76,2.29,9.34,,154
Delhi,80.89,96.05,12.43,40.07,49.02,35.05,3,9.77,55.61,2.91,14.57,,187
Delhi,60.67,68.43,7.96,37.01,39.52,33.03,2.08,10.22,44.44,2.51,9.39,,180
Delhi,69.65,103.25,9.49,34.17,39.9,31.42,2.39,9.43,51.31,2.96,9.9,,190
Delhi,58.21,113.1,12.65,29.28,40.04,42.08,2.23,7.97,37.35,3,8.64,,164
Delhi,57.24,96.62,15.31,33.9,48.12,36.91,2.93,7.81,40.49,3.18,12.52,,148
Delhi,67.6,95.26,10.6,36.79,41.59,35.43,2.78,8.77,48.9,2.96,13.77,,154
Delhi,57.1,75.83,14.67,37.93,50.05,35.38,1.72,8.88,52.3,2.79,9.43,,160
Delhi,68.71,162.2,21.67,47.24,67.91,42.46,2.22,8.51,55.57,3.29,11.92,,165
Delhi,77.71,143.29,11.31,34.78,43.72,52.72,2.64,7.6,57.81,3.05,8.64,,210
Delhi,54.5,80.82,6.51,27.69,29.77,37.18,2.18,8.73,42.67,2.53,6.88,,158
Delhi,54.96,98.86,14.06,42.07,51.85,40.9,1.58,8.38,45.55,3.06,10.18,,172
Delhi,52.95,87.81,13.01,30.77,41.97,40.31,1.96,7.73,45.1,2.59,9.41,,151
Delhi,59.13,86.18,12.96,35.91,46.19,37.92,1.72,7.94,43.24,2.95,10.42,,143
Delhi,60.92,74.51,13.86,33.57,45.91,38.15,1.08,7.74,42.22,3.58,8.87,,156
Delhi,39.32,57.16,24.89,32.55,58.24,33.66,2.36,9.06,43.95,3.21,18.14,,108
Delhi,71.53,79.1,29.55,31.96,57.77,43.92,1.82,8.23,50.01,3.75,17.84,,163
Delhi,73.51,56.29,31.24,29.7,54.28,61.03,5,7.39,47.3,3.87,13.39,,247
Delhi,52.88,88.23,24.44,29.17,46.93,38.79,4.65,6.58,36.35,2.84,8.34,,123
Delhi,50.99,44.48,14.85,22.38,37.7,40.89,1.21,7.18,33.31,3.47,5.86,,106
Delhi,75.93,38.59,14.17,15.75,29.63,33.83,2.48,7,28.11,3.43,5.89,,202
Delhi,44.08,77.07,24.72,32.85,54.62,51.53,1.47,7.31,36.73,4.26,10.89,,120
Delhi,42.14,166.27,20.73,31.4,48.11,55.76,1.31,6.78,44.7,4.26,9.89,,135
Delhi,56.86,203.09,24.36,34.96,60.14,31.06,1.16,9.36,61.07,2.37,7.57,,245
Delhi,45.64,240.86,32.54,37.8,79.06,32.92,0.87,7.27,56.3,2.34,6.11,,280
Delhi,48.36,157.41,20.2,37.42,58.72,37.84,1.14,8.63,64.4,1.91,11.74,,269
Delhi,42.09,80.14,8.85,23.88,28.63,35.77,0.84,7.23,51.32,1.96,5.07,,163
Delhi,59.4,124.47,15.95,56.56,69.2,38.44,1.45,8.91,65.42,2.97,9.41,,
Delhi,76.29,163.57,19.52,58.4,73.04,45.77,1.32,7.93,62.62,3.39,12.4,,195
Delhi,54.5,95.08,11.64,40.48,50.72,48.6,1.08,8.2,52.3,2.91,10.16,,163
